rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2
"[ 313.00788096  310.25934477  185.9527003   568.7098635   524.23998546
  -50.56399067  568.7098635   631.30137832  228.77649579 -309.30893193
  309.45208954   10.77944096   10.77944096  396.33691081  595.26981084
  377.7460133   -50.56399067  377.7460133   446.77888476]","[-269.327195    737.5040768   399.85595319 -298.79225328  316.76057644
  478.70943998  375.57701187  399.85595319  437.01336118  534.94682734
  393.73462643  491.393581    522.31549836  163.55234526  576.13364608
  635.2276628  -298.79225328   40.37503605  534.94682734]","[-172.83062531    4.1166866   669.46369101  851.04576315  310.96526146
  -90.99205995   13.16715323  821.91495348 -162.57950887  340.38790492
  340.38790492  -37.45002804 -162.37441122  398.13330312  164.16506474
  215.94965564  929.52548763  -40.34834008  -85.52924202]"
"[ 219.61791335  489.23041118  409.79342437  266.81123499  266.81123499
  238.71627787  219.61791335  489.23041118  226.29854207  288.14310889
  703.51056344   83.77454559  479.4430117    83.77454559  170.40139685
  109.82635916  666.94784568  376.63333329  465.8846707 ]","[  723.71922304   411.22950744   606.79020245  -302.92096901   672.30300334
   270.33202867   439.20929872   679.93425535   525.95447704   723.71922304
  1011.63796446   731.67753873   138.07937128  1011.63796446   360.0958045
   661.91367369   635.39771571   411.22950744   887.37367488]","[  1.76126500e+02   4.44291399e+02   1.55725715e+02  -1.15516235e+02
   5.16666236e+02   1.85132369e+02   7.06592453e+02   3.61078523e+02
   2.58570049e+02   2.40215237e-01   1.39074162e+02   1.29104795e+02
   2.40215237e-01   9.33115220e+02   3.07885373e+02   7.05306904e+02
   2.70266854e+01   8.65305910e+02   6.14635767e+02]"
"[ 162.65734424  286.7795709   -41.93126628  625.9657005   836.46480059
  625.9657005   836.46480059  149.98656413  261.70176227 -107.09102696
  440.15944445  379.52504481  149.98656413  116.6890731   -93.58410447
  -41.93126628  351.10072917  226.38509991  252.25865105]","[ 327.35477269  727.94475389  286.59342381  790.26039932  445.64351204
  643.45700685 -406.44704203  790.17525547  156.10265782  459.52035175
  493.44032778  617.31356643  567.56211052  445.64351204  643.45700685
  734.08488228  596.21514122  727.94475389  515.32586652]","[  809.77622033   766.48593383   549.84583112   784.99583365    44.88013936
   555.45157108    53.15651862   507.97706476   809.77622033   766.48593383
   206.57254424   -19.45294543  -129.05514543   365.09603591   836.15436823
   297.97507658   155.90477632    24.14687383  1134.8037406 ]"
"[ 231.11997991  180.24000304  558.76144577  103.19058455  -70.80588823
  331.72001713  355.33426133  144.44383815  355.33426133  144.44383815
  331.72001713  388.4583562   231.11997991  180.24000304  159.35322592
  636.16714274  100.70418124  -33.45353638  194.93179764]","[ 689.1076793   683.09905382  653.47234881  422.13767704  857.67118438
  628.21099668  566.58655399  519.86200703  413.06294924  557.22827887
  512.93505075  338.10103349  580.42874222  519.86200703  641.21893536
  247.6336026   396.24547014  512.93505075   44.34691978]","[  228.52034813   165.83113758   -83.58377582   473.89936364   495.84734778
   389.96309964   -55.84614023  1179.39643699     2.64095426   159.56526617
   222.36020385   130.55758215   -86.36504117    48.22725422  -156.68121012
   495.84734778   389.96309964   366.98367426   637.77100637]"
"[ 208.74759068  636.91518358  426.14158635  282.81327592  282.81327592
  289.91636721  292.68053507  611.53797895    5.69949028   34.32255846
  426.21220139  639.87075204  313.17786946 -207.01389477    5.69949028
   34.32255846  292.68053507  305.68531786  580.93963967]","[ 328.99163242  300.21872246  528.04679699  468.77541671  471.06565328
  616.81952525 -304.45655861  257.06620708  406.72406334  467.45132407
  448.46962367  447.90454783  584.21662215  440.59298181   90.22769177
  616.81952525  533.90992773  496.8039427   736.2966896 ]","[  2.97040916e+02   8.92062961e+01   8.96836770e+00  -1.72150653e+00
   8.90032568e+01  -5.69471619e+01  -1.57683832e+02   5.04751275e+02
   5.69899464e+01   7.48961384e-01   4.56457167e+02   3.78435819e+02
   4.00927686e+02   1.12463185e+03   1.24269409e+03   9.52308173e+01
   5.30688188e+02   2.97040916e+02   8.92062961e+01]"
"[ 141.90689891  365.66459302  821.43639217   27.68370266  821.43639217
   27.68370266  -21.41345962  669.36149805  379.4409079   435.00456409
  -41.35929354  434.71877757  377.48252703  394.23803588  173.49682625
  435.00456409   43.13290825    8.13927263  311.0179593 ]","[ 357.47455055  486.15906141  677.34406118  580.28439893  718.50905422
 -389.79664902  661.32755616  364.81791473  688.11391353  403.44031998
  174.79904916  516.93904117  490.76767702  642.76388429  791.10184261
  268.78714873 -376.52561931  436.83849546  693.47653243]","[ 124.28007419  824.4499736   262.72398978   43.21528993  292.36212578
  623.99226006   42.46839927   65.56961234   49.3727337   745.60881349
  -73.48113257  776.15830992  -73.48113257  776.15830992  -80.22903957
  771.63064108   45.49524261  692.64039007  534.47142287]"
"[  85.47028817  132.88658476  323.90399748  239.36616409  117.22610351
  382.70035436  508.95763604   85.47028817  508.95763604   85.47028817
  570.63976957   22.43936492  239.36616409  129.755148   -106.59228202
  322.16301474  157.84266842  193.70556275  469.10643469]","[ 728.06163954  417.27770422  583.19066267  831.47924461  792.76799625
  631.16346611  404.13708723  728.06163954  289.97939902  278.42841338
  222.7565601  -142.37900432  727.13051714  564.47275588  645.85848011
  803.07012766  153.57883175  514.2702156   523.31513641]","[ 296.26977288  211.11624439  213.48601483  -37.54752634  424.01882472
  259.82676529    8.89318143  -56.58631901  139.06189187  345.62730661
  987.99859302  431.87500785  -10.92113572   19.39156197  -35.58877945
  357.25545154  413.67405773  515.74837435  987.99859302]"
"[ 107.73344432  227.23456006  172.59647707  159.70250286   78.22961875
   46.75393457  107.73344432  227.23456006  580.73427599  238.44667859
  238.44667859  281.75301002  277.04203459 -106.06305052  945.82452377
  496.68193441  625.97913544  580.73427599  238.44667859]","[ 542.62773372  603.85711105  420.32474185  639.00456453  425.77900745
  248.26521103  730.42667804  814.05018097  479.24641165  575.14920438
  397.53834903  747.54611557  341.13336611  541.15218338  582.77780457
  665.79515677  555.61973555  428.81103565  382.89977307]","[  420.87605758    40.09627211   320.75272489   440.65766657   125.39247083
   -41.99741732    -9.63870333   685.17906561   349.31327843   174.76232835
   604.30199998   761.012254     685.17906561  1119.31113584   -68.51390053
   -66.60186238    39.81907385   180.51733572    41.3037462 ]"
"[ 153.7188983   757.56351197  268.9111296   331.43561113  533.94247666
  412.6607882  -307.17140541  268.9111296   331.43561113  764.5871752
  108.26108693  852.65996488  195.36029021  108.26108693  222.62696397
   -1.10265228 -101.27734512  764.5871752   108.26108693]","[ 451.21901021  328.47920903  730.87488886 -336.40140418  443.18072411
  200.66924211  669.12002118  843.03294124  493.05434893  452.89730973
  419.73874257  651.95659901  467.96349562  472.47446728  348.53379674
  572.67072288  502.23382892  374.55915437  315.78825419]","[  22.01801223  285.58723683  -16.80151261  157.15197298   15.91113197
  229.05691667  -64.35371107  -45.11939557   61.62878133  273.73099847
   93.50362468   22.01801223  100.36831441  165.89758267  367.97182928
   24.22378275    8.2701357   -71.1377055    59.30702386]"
"[ 162.38062302  167.3607649   454.92131727  194.45132556 -126.2543868
  455.08452804  481.25752032  212.20215929  455.08452804  436.13290556
  481.25752032  212.20215929   63.07466271  297.88162725  157.4414294
  185.07979803  157.4414294   185.07979803  157.4414294 ]","[ 371.72095424 -346.14394742  595.1108084   353.99078602  689.13847111
  384.81371269  640.21788999  132.99735385  479.32842747  745.57584842
  217.51157943  582.24728562  512.66404199  452.87487562  531.81856542
  679.87657211  690.39004142  473.6677126   659.69318511]","[ -105.59840805   -32.13580635   401.78308813    17.55676078    31.75310799
   164.17316253  1057.46682795    77.91648011   198.88047629   360.5275654
    44.74627801    24.43453444    24.75038362    80.84883776   295.33035477
   178.1640197     29.83086654    36.88781537   755.58444566]"
"[-136.02295679  570.17091634   90.12749067  301.15139957  614.19197564
 -143.17593827  570.17091634  449.97836556   90.12749067  301.15139957
  704.01752936  154.06762526  445.07469979   36.36014705   90.12749067
  301.15139957  704.01752936  588.19746578]","[ 402.8024157   494.49272973  465.28256056  770.23567269  484.99688131
  680.82361276  546.75218888  370.30549728  461.13915554  356.22426229
  609.41380841  758.98381373  -94.37784083  601.12198505  696.2785264
  425.66858933  581.75199572  501.34782274  326.20247979]","[  204.93679559   103.31107029   344.05943312   -29.10605346    33.55476299
   270.1335626     24.44412183   -86.08534014    43.84401801  -195.06239894
   214.45972647   447.30332714  1223.65035008   479.13590663   531.88260171
    26.61034319   -32.16759454   -34.25820927   346.50094953]"
"[ 162.02155604  -50.91053993   23.1298347   183.03710125  183.03710125
  -91.76289549  522.7470495   445.14285614  445.14285614  695.49812528
   -2.8723029   317.55478821  430.8633342   430.8633342   678.53484575
  430.8633342   678.53484575  495.14315391  476.4262371 ]","[ 597.83363213  590.76494264  764.63024863  618.57117208  269.3883435
  548.12846978  483.30365739  380.10736458  189.06727237  585.80731266
  547.7046053   427.23788539  587.3605653   609.54454393  675.06121663
  592.27707508  399.98134906  440.26243839  638.83637404]","[  338.13546177   787.02985749   138.13833258    34.70118661   804.51858772
   794.28348702   178.45301825   117.55501475   188.37211096   -39.08347933
   408.4592049    -94.08255874    82.92717311   319.06736659    33.85352393
   844.32268698   833.17684833   412.80677879  1224.91506748]"
"[ 378.76354518   35.49240233 -197.75022215  370.98476778  801.07959071
 -173.63445275  288.44317821   35.49240233  241.98996792   56.48194678
  231.69053906  370.98476778  154.12894182   35.49240233  241.98996792
  468.34270821 -195.18005304  525.86175248   56.48194678]","[ 540.25594698  591.01569015  503.21672378  779.65080928  631.66637603
  666.64188274  344.63595143  565.50981874  421.0899225   433.48959984
  619.62221302  531.55745323  643.87551544  534.06378251  293.08620024
  824.14199821  637.47082885  779.6770872   586.95667439]","[ -87.77601719  183.43937943  -67.38297554  302.67552435  -80.71632818
  197.75990698   21.67508431  -39.26056394  142.65284229  -34.85246635
  745.7433583   -94.97842908  155.25616098  -89.17632359  107.34539525
   23.39816404  295.85270796  -14.32284512  118.58555937]"
"[ 424.10282813 -205.97104972  613.70800313  262.59832182  -23.98856443
  162.06490909   94.3836323   586.43173435  158.70202693  319.44023508
  586.43173435  288.30644685  613.70800313   91.89633539  613.70800313
  651.50093842  559.74292272  319.44023508  -39.86939937]","[ 613.60102488  392.07551212  749.3591309   646.95728089  862.26074315
  951.62690954  856.63827328  800.41243635  548.39462639  745.4788392
  440.79763158  657.02741453 -165.23768627  516.09109947  707.75867571
  353.94742513  736.54423694  561.34129302  649.16695215]","[  -10.13105248    -7.90199886     6.88163774   100.61582731   613.25401779
   -68.78081657   109.72420307   476.52037318   -18.23566419   -27.83340184
   284.39846501   360.73197755   589.15518517   -16.20254084   508.02720995
   343.19497381  1312.03069568   495.99092464   198.31798317]"
"[ 260.73562092  308.92149602  308.92149602   69.32587213  165.95130118
  660.60425282  329.59803717  220.54058255  -60.29434808  165.95130118
  260.73562092  308.92149602  443.86996248  419.37536649  307.8529976
   73.8801509   171.58842668   73.8801509   -59.4692827 ]","[ 395.80190788  741.73164756  307.78878967  551.56835095 -296.10894464
  710.21767942  114.36367532 -262.20554734  618.51264772  458.92275927
  631.12990196  100.10624963  100.10624963  640.46507418  545.10338598
  904.81759167  772.61445401  927.59829075 -259.65048041]","[  321.94741299    42.2642607     31.28587337    66.20876725   151.72196013
   672.93606149   179.49519534   432.62873157   523.93583482  1244.51488809
   405.4626786     45.57305177   -38.18334424    31.94112461    27.70406709
   -99.27774824   -27.418327      48.1032802     -8.8847476 ]"
"[ 372.03931341  189.13499717   56.84667477  -80.76650995  303.67757663
  301.71012577  445.0944577    61.63402319   72.25276689  303.67757663
  449.72021105  445.0944577   287.62200083  174.71252198  604.13395916
  361.81310154  361.81310154   72.25276689  303.67757663]","[ 551.35846755  476.01157334  331.04429486  525.13067896  815.43684457
  559.54896604  494.6736311   399.93368071  831.75067487  390.67498444
  534.82156154  637.62174829  383.6160326   366.0044712   470.54864736
  383.6160326   563.76159435  568.0387373   818.46222256]","[-110.63586462  149.42691777   73.49655219  -48.48424201  606.86915741
  -80.4225445    11.72774898  283.8398661   354.79085002  363.77759378
   76.79094504   96.5452742   354.78881407  -45.58388548  -20.62167893
  576.56212452   15.48025515   91.32241503  231.22527944]"
"[ 269.45384526  484.70262337    4.76829272  377.32208557  -57.85763786
  291.04332273  269.45384526  484.70262337  344.2853961     4.76829272
  695.01534609  344.2853961     4.76829272  459.1274128   397.67243904
  394.35638759  367.60004196   14.82894279  202.99406771]","[ 527.0500847   587.29836429   70.04615495  743.83751287  453.91164756
  429.4162043   703.58368952  408.44900492  305.76014081  669.77085287
  576.40909152  512.41149516  264.73330758  504.0745234   743.83751287
  209.93505957  297.87693981  734.57308818  500.01645793]","[ -132.43786638    36.13956884  -113.27154025   544.99933901    69.57278992
   -42.36313074    69.94409062     2.2460231    221.21820392    79.41231767
   395.61384841  -107.35801932   -33.45942326    18.15189124   921.64125004
  1065.69995154   364.23285131    82.76190796   512.61126747]"
"[ 129.29163299 -156.5313717   337.13996163  198.55723855  259.05897337
  198.55723855  259.05897337  287.70275607  724.3367558   322.21442518
  441.60580521  318.07400012   80.70217941  732.15521523 -156.5313717
 -274.50671942  313.56749101  732.15521523 -156.5313717 ]","[ 374.25187044  660.01978665  674.38109106  776.9948744   484.10955726
 -202.70759427  374.25187044  660.01978665  170.43579944  438.22407018
  179.1225277   773.3669651   591.32435347  361.96584713  541.08910819
  481.16135779  516.1814474   595.60529191 -110.72773736]","[  84.05375813 -119.68384763   24.33574714  168.69394733    4.69007022
 -239.76138927  -46.26941227   -6.54770131  871.11814242  421.28879004
   51.48459601  552.40107637  238.40337474  581.08980606  298.67248007
  197.7891588    84.21361671  137.57131728  -85.38047427]"
"[ 498.42664898   91.30396689   -3.46927592  518.25852872  -99.27151095
  202.13252224 -288.20968542  -99.27151095  345.49966208  344.37620762
  195.94080462  348.19516435 -288.20968542  -99.27151095   -3.46927592
  518.25852872  652.25508748  319.3328875   250.12579721]","[ 805.89311727  701.56778641  559.33714966  512.76676953   63.47495859
  556.10816467  -87.79384364  -21.24217321  456.22838802  472.23241314
  712.43856243  462.41061069  427.46429314  779.70802276  414.76871875
  559.33714966  512.76676953  456.22838802  651.319234  ]","[  580.30688601   -70.75046516   -63.93889039   867.62930914  1095.84323422
   267.67102022   384.51368445  -110.40568      -42.44518168   175.39538947
   515.18884169   -41.11430906   -21.41804748   449.18573234   253.11114617
    23.98677267   326.07781688   386.96996144   109.074035  ]"
"[ 146.8782735   284.18436331  -13.12857799  146.8782735   128.13980167
  422.96795419  350.47763878  160.87486459  285.05900506  350.47763878
  -13.12857799  160.87486459  285.05900506  411.44466295  363.57124222
  414.25291678  333.3961586   -62.4946992   -93.46876834]","[ 351.5315404   788.38657494  594.88482892  660.58126716  718.2811255
  180.0141219   444.47945072  524.75183542 -306.70801047  387.41553331
  324.01836059 -330.26622449  660.58126716  718.2811255   180.0141219
  541.48320681  515.19681231  405.12998585  753.57783356]","[  3.01609291e+02  -5.91394630e+01  -6.01214684e+01  -1.13592613e+02
   4.29664870e+02   6.11819480e+00  -3.18207079e+01  -1.48081170e+02
  -2.18959565e+02  -6.36796735e+01   2.12347094e+02   8.00848316e+01
   3.50229502e+02   4.47037030e+02   8.06844342e+02  -7.33668095e-01
  -4.00424738e+01   1.95016037e+02   3.71252760e+02]"
"[ 122.97089807  578.88836141  314.06394344  166.11886413  561.74396497
  235.34981379  561.74396497  235.34981379  305.39068158  659.7823703
  578.88836141  305.39068158  687.09046985 -141.93316448  659.7823703
  361.97318585  152.83179394  622.33180484 -102.28301472]","[ 612.8404994   435.44764171 -352.43955658  -79.51951556  599.11080515
  430.82869583  530.55714418    5.15685608  111.9132786   542.46881265
  607.06527308  576.84903143  534.93166557  535.04964691  544.1199605
  671.93078738  612.8404994   607.06527308  576.84903143]","[ -6.54336366e+01   2.42005853e+01   9.27917404e+02  -9.61136412e+01
   6.78285806e+02   2.87138903e+02   6.19695824e-01   1.53863562e+02
  -1.07230220e+02  -4.81667532e+01   1.62030215e+02   2.91624748e+02
  -2.78566712e+01   3.48731453e+02   9.94753560e+02   1.80079370e+01
   9.40544917e+02   6.13731494e+02   8.60978285e+01]"
"[ 671.2715048  -285.15288957  814.43264683  323.16423     475.59364272
  453.58334936  549.2977537   475.59364272  132.93619977  912.1060922
  129.06061258  453.58334936  314.57846001  314.57846001  515.26724936
 -136.85408531  698.07522924  814.43264683  323.16423   ]","[ 637.99713193  618.34741072 -398.78206791  513.31984408  767.60650173
  660.20263384  425.02623293  318.01757332  409.10750436  376.3144242
  513.83882451  548.93879378  723.1289562   723.1289562   262.55485938
  430.3928343   473.63689541  618.34741072  584.53304242]","[ 956.99755323 -115.18832091  757.58880675  270.6351516   208.65970287
    4.27489094  -58.83725504  164.12863175   56.73042879  -83.59183783
  361.3783597   470.48412715  -60.89520091  632.65920111  785.99592484
  -47.89829499   71.64669258  -86.5693546   -84.87691631]"
"[ 278.28470886   60.30241407 -187.99217645  344.15493492  608.86824569
  341.86871943  787.2727518   -72.20759019  342.15870377  528.56871783
  -72.20759019 -187.99217645  125.10693343  787.2727518  -200.19537909
  632.31887329  608.86824569  341.86871943  222.9704638 ]","[ 359.52218884  737.55963533  376.39855077  549.82318805  716.11368305
  627.52275799  641.17488051  307.31208849  786.98488943  715.74655472
  604.36973744  534.65899254  489.85814874  714.37932361  511.61410135
  737.55963533  434.82316096  624.84317597  714.37932361]","[   79.46166404   141.6874104    269.52103273   147.2066811   -126.45836408
    13.06357391   -14.67765538   270.91629815   778.74174309   282.148056
    -8.82491927    70.68753748   501.9274032      2.03255327    73.63996639
   263.42763861    17.83152807    13.390223    1202.02756058]"
"[  17.79971842  592.9232647   351.54398419  372.16869464 -169.81094398
  164.68989077   -1.12960359  276.19264578  425.70715822  426.18445014
  -26.84236827  174.63027339  425.70715822  426.18445014  592.9232647
  317.15672963   17.79971842  582.10265896  -38.51082724]","[ 565.32683301  580.00826724  583.37057147  621.99900429  -71.29021773
  438.78971248  744.02934503  -37.03456217   10.7452796   701.89259256
  456.68814163  630.79615585  313.6037412   609.28526497  351.26058001
  687.32923486  630.79615585  287.19285521  701.89259256]","[  5.48580369e+02   1.32368794e+03   7.76569412e+02   5.70877591e+02
  -5.61872785e+01   9.05748208e-01  -1.59073899e+01   8.12248421e+01
   5.08596048e+02  -3.90258356e+01  -8.17592088e+01  -1.66133217e+00
  -5.50408016e+01   4.34978780e+02  -7.97617533e+01  -4.77443344e+01
  -7.25735112e+01   4.17526296e+02   6.70103149e+02]"
"[ 486.70192128  143.83775494  620.00142262   44.4810259   620.00142262
   44.4810259   278.12723577  301.04131072  339.3386543   351.92216529
  397.77193271  486.70192128  143.83775494  260.77929631  570.91907185
  439.53229973 -231.85192592  148.59753356  -88.30011675]","[ 639.54714003  558.43878106  438.64329418   48.82859983  650.29751009
  274.26589607  377.2583646   541.29783612  541.29783612  288.43066223
  531.76040352  484.42280741   62.28494459 -183.23123061  616.24828195
  595.74332322  579.38062864 -183.23123061  616.24828195]","[  -88.42208507   106.19145102   268.54270989   516.37498694   395.47976616
    88.74976698    50.83773016   191.29173311     9.68399563  1126.66449926
  -130.67209034   -67.75068471   312.39631261   829.60633121    42.76502877
    -4.96590279    -7.21146095   332.17068989   -60.37631834]"
"[ 502.86186597  336.04948398  203.6174278   423.46927721  765.829426
 -209.10664768  364.05310019  562.71826558  527.94661041  582.506874
  527.94661041  582.506874    293.04559314  180.73180841  436.30188323
   -6.48439699  272.58948627  576.79069162  502.86186597]","[ 325.19734538  507.87370664  314.02444454  620.66977398  622.03486055
  539.27024431  802.17179144  474.18927501  518.23041241  559.65131547
 -283.1615432   549.63269167  802.17179144  474.18927501  325.19734538
  507.87370664  212.57780497  842.35349206  754.35960262]","[-158.45370598  -35.53433363  173.82194509  -21.06946857  554.53035761
  103.28631356  151.26071532  456.85831942  -53.35987391    2.60444635
 -116.21002591  829.11251368 -103.1701312   114.68776125  298.74130721
  131.93856753  -20.33347711  345.14847463 -146.55794474]"
"[ 800.57247857 -259.15763486  516.65503216   58.91173286  -25.36147363
  159.04556409  238.18827705  276.22327489  587.68067235  -25.36147363
  800.57247857 -259.15763486  281.12157474  614.88008794  686.85864475
 -209.31394079  216.61477875  467.46485068  168.07327631]","[ 582.15946353  354.40730549  595.74282523  192.83115767  694.16259547
  211.90751154  653.00422324  495.30318605  760.7769725   454.08052622
  592.57935837  735.48798433  760.7769725   454.08052622  594.01258538
  489.38470553  594.01258538  994.87259696  354.66531858]","[ 840.90475272   -8.77288159  863.03054444  785.70345484   32.37494881
  145.45611983  -51.67325215   24.4837574   841.97634122 -106.89611839
   94.7425348   625.05664916   -2.51582933  815.36888637   -5.94609097
 -170.26354971   23.36900077   71.69679263   39.36185425]"
"[ 644.46082909 -367.80463628  647.6024007   -89.74525753  599.05338237
  -77.79570094  395.26791112  378.55625741  320.66675939  390.61623845
  267.15063225  678.73331511    0.9329463   395.26791112  396.84179621
  599.05338237   70.82069017 -179.79081773  885.87776932]","[ 402.3483655   294.12626713   85.53095398   69.50362596  551.48958211
  402.73038527  591.7126338   466.15780877  582.1653562   468.73843326
  860.60383195 -233.90050676  302.07413847  644.36594343  205.23580161
  392.54753189  450.34650188  302.07413847  644.36594343]","[  247.0151049    -80.57495187   -22.96830478    55.24954131   -75.43885265
  1327.29373666   123.75331359    51.50748796    36.75127561   161.34894791
  1603.87833033    13.50386128   346.95545348  -191.58347992  -175.33761337
   -79.8972437      8.47934159   394.53163575   268.4666208 ]"
"[ 377.76116476  499.0174422   636.76835633  302.88654975  599.78466938
 -131.22410682  191.94767839  518.763726    388.68354723  762.86391967
  271.52096934  388.68354723  377.6218556   377.76116476 -112.03070493
  400.62858178  469.55998985  499.0174422   235.93054008]","[ 644.94940797   83.84556166  790.56549244  688.87493683  686.97576621
  461.19109162  504.6621084   510.34624591  793.13058162  516.3811265
  500.91544475  585.95976441 -258.99055487  -84.66963058 -234.09976219
  412.19691435  827.1295889   718.56336207  686.97576621]","[ -10.91021246  -19.34979672   10.69186781  -20.55305615 -126.84358255
  -44.24198636  355.29972023    1.14841836  -81.14498911  940.43037281
   72.84593678    2.54587485  913.79321784  -18.0557741   -88.67582292
  293.10902699  111.19769153  -33.09676916   43.99146361]"
"[  281.67191878    14.82654077   593.64070281   732.56755292   783.66704489
   240.14588873    14.82654077   195.71166443   710.94869503   783.66704489
   -35.7936414   1036.80902709   950.20618025   261.72129877   211.15342817
   281.67191878    14.89385116   459.14551353   448.93205535]","[ 592.21373369  594.96901972  613.49363176  415.90873259  574.21342385
  687.31884883  588.6103392   757.7049131    25.6244914   575.83173609
 -465.63557874  441.20504545  594.96901972  -11.57359883  125.47360795
  372.76486976  454.83776973  357.88956091  470.41675454]","[   17.97970407   165.30239366   -20.45348708   375.58562498     4.74465318
   108.41131685   103.67251258   -29.90197422    42.34807914  1338.24870904
   441.78612678     9.2589452    826.87355017   -63.80622909   838.49279699
   811.55880205   -67.5072473    -32.45004373  1178.8001875 ]"
"[ 712.27477391  304.39928427 -103.88931031  234.8391659   -64.09911516
  233.84962129  159.30543295  259.87519901  644.52532097   60.06348348
  333.42676551  545.68512613 -246.2337055   333.42676551  -64.09911516
  204.13168945  644.52532097  513.1780117   433.83642538]","[ 652.57579184  526.30193893  589.5874076   598.16241606  546.05275692
  552.02046685  614.79844284  694.19823064  662.33519491  313.46458322
  552.90920141  549.3822147   762.19013125  728.35375762  539.87467483
  511.0736514  -220.19759495  733.99236448  733.99236448]","[ 409.54467463  388.84140877 -189.8942949   100.27651899  -84.91235135
  443.78178199    3.30045081  -74.15876427  -44.62209257 -129.26477766
  -54.57586147  161.04707683  116.11451868   26.8234237  -177.2177645
  -12.17409865  -74.12919316  -66.72097854  -74.19341687]"
"[ 297.2326624   282.56104881  665.56656106  500.49458839  240.16589103
  344.75714725  697.31616081  219.01952481 -115.3982345   404.24416131
  404.24416131  802.15705232  665.56656106  500.49458839  467.76953583
  -28.20062115  302.50771309  802.15705232 -319.3407743 ]","[ 470.87821936  421.07784578  568.6538016   793.38920365  591.45835225
  659.95405511  337.95611472  337.95611472  550.84425716  694.45558929
  649.44847859  653.92689471  919.15676908  581.55799974  781.87435669
  573.44018999 -492.95474892  576.2438179   624.31073776]","[ 109.97908349  -14.041182   -183.85076533  -37.73120303   45.32867006
  154.88157137  751.44677553  -55.55036423  257.98947494  226.22027815
   -9.7428277    56.16889045  714.85385629  204.26844174  148.66967595
  244.08424619  153.39119273  586.08877148  607.68711955]"
"[ 255.4608835   678.64620461  668.45944398  479.16456586 -179.51716521
  488.8541282  -141.53856282  534.62794262  446.21948767  911.99670752
  510.35257658  436.0451912   254.27403891  911.99670752  606.42746316
  446.21948767  328.55845204  667.09933925  668.45944398]","[ 703.47307124  951.29690451  499.25317741  839.16699313  768.20709801
  815.61938907  565.37422763  499.25317741  612.18083139  490.19734421
  467.36913607  582.93107381  549.59265825  607.02229851  781.36218391
  653.02274265  839.16699313  672.06160797  515.66069209]","[  641.16996099  -114.40998474   -54.06514453   466.27195327   767.16047562
   250.1977887    -49.27858711    91.5702301    137.14266203  1330.06517254
   678.76728597   155.18538392   286.08874561  -141.89377912  -142.88205299
    74.05783708    14.63320899   -70.81641996   625.57769393]"
"[ 143.95341577 -144.83279612  299.29028844 -194.25539157  226.690414
  143.95341577  143.95341577 -144.83279612 -142.17824796  122.77840497
  727.26595944  652.00866168  353.52078133  428.25562558  474.21899003
   88.48192386  353.52078133 -147.33821427  500.34502336]","[ 704.00551241  779.58333088  802.20868148  425.90420438  427.35321376
  868.70011591  468.99563928  430.90522864  704.94479035  609.52422902
  608.33538445  700.2929674   868.62414976  697.30087767  314.37793031
  430.90522864  802.20868148  575.53481617  585.82000609]","[   34.45921382   -21.96500292    48.79888464  -173.43230837  1032.06840041
    99.87416593   969.22448427   348.13446848   -46.94546429  1120.90238745
    25.03028785   541.72677416   406.43554079   551.06762784    91.59647756
   -29.69728505   205.61933033   -33.99959397   469.36069471]"
"[-386.8513899   617.67520101  549.40542126  637.57598592  891.21356603
  470.64810663  617.67520101 -122.0340233   617.67520101  -45.94485427
  131.89800916  -13.22663755  423.37941269   99.81399003 -226.52278435
  309.35295027 -370.25356988  637.57598592  524.18188543]","[ 623.93041368  403.48870857  720.35396195  430.84435904  173.89039712
  513.7112279   648.04232376  608.88509923  780.5792667  -145.90554801
  430.84435904   87.66434642  413.74205709  644.91697156  680.97815093
  565.07809709  761.60508966 -145.90554801  644.91697156]","[   59.2872577   1142.57389595    52.47172532   264.68716462   398.55721658
    30.98243495   -80.57742778   104.87722521   203.44814102   131.25814589
     4.38167175  1022.92657505   -76.03284622   650.50089104   -24.08724889
   577.41534188   -29.04113791   -26.79729289   -28.17343628]"
"[ 406.80711114  474.25833894 -191.82270749  516.70261449 -239.59841063
  465.16218625  368.84877247 -109.1578177   606.73481037 -269.45390234
  344.35723929  272.54247862 -269.45390234  356.48250784  349.6450168
  368.84877247  507.54640601  349.6450168   368.84877247]","[ 616.54894842  576.19295206  725.76920711  670.1872293   319.86879312
  707.53120503  571.86757679  616.54894842  576.19295206  586.67941384
  570.92146982  983.03890088 -277.04781157  516.25238223  983.03890088
  644.38856186  837.84017428 -277.04781157  432.04168863]","[ 746.92975563  364.94108779  780.68027076  -72.70367274   84.8506202
  274.83542132   24.81820395  229.12373918  122.99744446   45.22751389
  -70.59911172   46.62506284  711.77075961  -50.0693171   -43.56259923
  136.03641643  581.55739785  499.60429337 -110.88403923]"
