policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.01987136 -0.30834257  0.09108045 ...,  0.02931114 -0.0401742
 -0.02554114]","[ 0.09979643  0.03266105 -0.07938287 ...,  0.00619588  0.01491276
 -0.0136719 ]","[ 0.27570792  0.18786563  0.06191653 ...,  0.09747103  0.02525755
  0.05581244]","[ 0.34573728  0.01565274 -0.34820046 ..., -0.0037219   0.03596177
  0.03610801]","[-0.08256232 -0.25111111 -0.02779601 ..., -0.0427395  -0.02770149
 -0.02011981]","[ 0.0808542  -0.32761189 -0.09466507 ...,  0.01997065 -0.03239007
 -0.05198671]","[-0.0818599  -0.01064834  0.34386966 ..., -0.03988185  0.1133795
  0.02737698]","[  1.17147670e-01   3.53314897e-01   2.60731295e-01 ...,   3.30426862e-04
  -5.37497122e-02  -3.26007800e-02]","[-0.25115038  0.32116282  0.05725802 ...,  0.02870977  0.00408771
 -0.06359396]","[ 0.05842857  0.10989581  0.10806851 ..., -0.01995946  0.05799337
 -0.01202663]"
"[-0.01465302 -0.30788169  0.09254821 ...,  0.03000061 -0.05009941
 -0.0266813 ]","[ 0.09974809  0.03266726 -0.07941605 ...,  0.00636117  0.01456441
 -0.0142744 ]","[ 0.27652024  0.18930049  0.06250513 ...,  0.10207346  0.02473584
  0.05764147]","[ 0.34527668  0.01533808 -0.34466467 ..., -0.00386129  0.03982982
  0.04412636]","[-0.08195158 -0.24976038 -0.02798786 ..., -0.04632662 -0.03076662
 -0.01853735]","[ 0.08238964 -0.32754283 -0.09394223 ...,  0.01692784 -0.03318904
 -0.05280914]","[-0.0813527  -0.00934605  0.34414931 ..., -0.04151386  0.11498982
  0.02722081]","[ 0.11381559  0.35307285  0.25805366 ..., -0.00075045 -0.0529533
 -0.02707039]","[-0.25229391  0.32393778  0.05690403 ...,  0.03134288  0.001917   -0.0685913 ]","[ 0.05853277  0.10866279  0.11324123 ..., -0.0198699   0.06275861
 -0.01032501]"
"[-0.01048439 -0.30769877  0.09097951 ...,  0.03447605 -0.05611473
 -0.02926229]","[ 0.09971086  0.03261976 -0.07957138 ...,  0.00627779  0.01403091 -0.014734  ]","[ 0.27464075  0.18930744  0.06228    ...,  0.10785046  0.02488081
  0.05971659]","[ 0.34474043  0.01623143 -0.3411087  ..., -0.0067722   0.04807405
  0.05099167]","[-0.08261694 -0.25080088 -0.0274314  ..., -0.04843467 -0.03553532
 -0.02178747]","[ 0.08164221 -0.32762371 -0.09365425 ...,  0.01577108 -0.03426232
 -0.05628266]","[-0.08091453 -0.00789081  0.34408622 ..., -0.04254711  0.11768401
  0.02732267]","[  1.12215332e-01   3.53457126e-01   2.54818481e-01 ...,  -1.81511873e-04
  -4.93716857e-02  -2.33829518e-02]","[-0.25437492  0.32541891  0.05692168 ...,  0.03328825  0.00207183
 -0.07217848]","[ 0.05640155  0.10793193  0.11656627 ..., -0.02139193  0.06332886
 -0.01067912]"
"[-0.00811736 -0.30882157  0.08931349 ...,  0.03552926 -0.05537662
 -0.03031167]","[ 0.0998942   0.03257764 -0.07983653 ...,  0.00576653  0.01352272
 -0.0146425 ]","[ 0.2746157   0.18970756  0.06281161 ...,  0.11304902  0.02365217
  0.0618945 ]","[ 0.34486586  0.01733037 -0.34208648 ..., -0.00979585  0.0535283   0.0550169 ]","[-0.08644808 -0.25186799 -0.02680955 ..., -0.04972481 -0.03837564
 -0.02540269]","[ 0.08090315 -0.32800112 -0.09348145 ...,  0.01621807 -0.03355086
 -0.05862724]","[-0.08084903 -0.01060958  0.34488136 ..., -0.0406987   0.11837121
  0.03019825]","[ 0.11120437  0.35337472  0.25459159 ...,  0.00298954 -0.05112344
 -0.01914488]","[-0.25610874  0.32586665  0.05734965 ...,  0.03631903  0.00047312
 -0.07495846]","[ 0.05402629  0.10865751  0.11724436 ..., -0.02511082  0.06374737
 -0.00866055]"
"[-0.00753295 -0.30677815  0.089268   ...,  0.0342881  -0.05022184
 -0.03043672]","[ 0.09997517  0.03251479 -0.08014334 ...,  0.00540536  0.01319266
 -0.01472583]","[ 0.27172382  0.19114562  0.06320089 ...,  0.11745406  0.01921694
  0.05916715]","[ 0.34496373  0.01814256 -0.33939031 ..., -0.01367304  0.05580654
  0.05880329]","[-0.0863502  -0.25064899 -0.02560468 ..., -0.05286374 -0.04172177
 -0.02874423]","[ 0.08224504 -0.3284776  -0.09602777 ...,  0.01772225 -0.03300018
 -0.06041812]","[-0.08178769 -0.01325501  0.34527085 ..., -0.03828487  0.11649784
  0.03175562]","[ 0.10667448  0.35329951  0.25377068 ...,  0.00295975 -0.05089092
 -0.01703952]","[-0.25682114  0.32698344  0.05690675 ...,  0.037272   -0.00257055
 -0.07514896]","[ 0.05265842  0.11055146  0.11508323 ..., -0.02804757  0.06430092
 -0.00647778]"
"[-0.00763113 -0.30347668  0.08756981 ...,  0.03724385 -0.04221285
 -0.03154163]","[ 0.10003599  0.03239669 -0.08074005 ...,  0.00483362  0.01308966
 -0.01497016]","[ 0.27247021  0.19187593  0.06430684 ...,  0.11684329  0.01528844
  0.05653019]","[ 0.3442993   0.01802775 -0.33681608 ..., -0.01622583  0.05871329
  0.06363385]","[-0.08128533 -0.24869846 -0.0266605  ..., -0.05532754 -0.04527253
 -0.02924657]","[ 0.08208655 -0.32873275 -0.09949579 ...,  0.02045239 -0.03154049
 -0.05962201]","[-0.08164478 -0.01251573  0.34508675 ..., -0.03829155  0.1171714
  0.03505587]","[ 0.10239578  0.3530744   0.25424561 ...,  0.00624823 -0.04975557
 -0.01021541]","[-0.25668972  0.32535475  0.05728518 ...,  0.04083786 -0.00668744
 -0.0762533 ]","[ 0.04886823  0.1124803   0.11132203 ..., -0.03276625  0.06608396
 -0.00446774]"
"[-0.01273694 -0.3045439   0.08376264 ...,  0.0365615  -0.03614574
 -0.03194461]","[ 0.09995017  0.03224427 -0.08148561 ...,  0.00420087  0.01313563
 -0.01470979]","[ 0.2729242   0.19165153  0.06531084 ...,  0.11489779  0.01368042
  0.05681659]","[ 0.34425536  0.01802746 -0.33857137 ..., -0.01565502  0.06125208
  0.06915471]","[-0.0714261  -0.24759458 -0.0296894  ..., -0.05733526 -0.04730836
 -0.02948596]","[ 0.08308903 -0.32974466 -0.10251778 ...,  0.02419185 -0.03142239
 -0.05985278]","[-0.08168044 -0.01118979  0.34463214 ..., -0.04001176  0.11775707
  0.04128971]","[ 0.10485451  0.35319363  0.25019626 ...,  0.01359107 -0.05274439
 -0.00888512]","[-0.255999    0.32340856  0.05749681 ...,  0.04004415 -0.01036674
 -0.07646939]","[ 0.0426153   0.11600086  0.10523438 ..., -0.03841889  0.06878031
 -0.00472667]"
"[-0.01626947 -0.30219944  0.08275137 ...,  0.03167725 -0.03336944
 -0.03441991]","[ 0.09983674  0.03192624 -0.08262538 ...,  0.00353047  0.01332556
 -0.01525123]","[ 0.27196659  0.19181994  0.06572139 ...,  0.11288726  0.01412838
  0.05523052]","[ 0.34461237  0.01756172 -0.34419893 ..., -0.01229911  0.07009497
  0.07624496]","[-0.06543179 -0.2517185  -0.03512102 ..., -0.05678567 -0.05005186
 -0.03047941]","[ 0.08341577 -0.33011828 -0.10214532 ...,  0.02587828 -0.03187022
 -0.05827022]","[-0.08228776 -0.01132018  0.34487734 ..., -0.0395451   0.11800278
  0.04504746]","[ 0.10087546  0.35240022  0.25357561 ...,  0.0168239  -0.05194206
 -0.00637413]","[-0.25599893  0.32417573  0.05713194 ...,  0.04127039 -0.012899   -0.07744834]","[ 0.04454312  0.11612755  0.10589871 ..., -0.03830935  0.0700851
 -0.00736806]"
"[-0.02368197 -0.30449846  0.08095181 ...,  0.02111257 -0.03185944
 -0.03853135]","[ 0.09969978  0.0318192  -0.08304554 ...,  0.00311698  0.01345419
 -0.01559446]","[ 0.27009183  0.19370703  0.06504431 ...,  0.1110911   0.01227418
  0.05477559]","[ 0.3447509   0.01494483 -0.34300275 ..., -0.00916779  0.077204    0.08496045]","[-0.06290272 -0.24686266 -0.03521636 ..., -0.05515914 -0.05257255
 -0.03208289]","[ 0.0845053  -0.32980359 -0.10105586 ...,  0.02768249 -0.03159308
 -0.05800498]","[-0.08281383 -0.01213223  0.3446835  ..., -0.03705355  0.11714745
  0.04567749]","[ 0.09639039  0.35146661  0.25714324 ...,  0.01987238 -0.05331964
 -0.00408194]","[-0.25477804  0.32235907  0.05718662 ...,  0.0414394  -0.01636728 -0.078873  ]","[ 0.04774043  0.11669862  0.10674525 ..., -0.0376282   0.07499611
 -0.0114606 ]"
"[-0.03109036 -0.31188483  0.07868013 ...,  0.01398963 -0.034138   -0.03914588]","[ 0.09949997  0.03172123 -0.08358152 ...,  0.00394447  0.01378943
 -0.01557607]","[ 0.26940273  0.1971817   0.06489974 ...,  0.1114146   0.00972252
  0.05394285]","[ 0.34547648  0.01517044 -0.34005123 ..., -0.01076208  0.08455838
  0.09261534]","[-0.06615888 -0.24390741 -0.03164924 ..., -0.05498709 -0.05618051
 -0.03447715]","[ 0.08663003 -0.33065146 -0.10061803 ...,  0.02812692 -0.03137506
 -0.05974114]","[-0.08321839 -0.01076269  0.34468299 ..., -0.03703615  0.11658312
  0.04734438]","[ 0.09444723  0.35066121  0.25763576 ...,  0.0228345  -0.05659073
 -0.00517608]","[-0.25229611  0.31802077  0.05733704 ...,  0.0412798  -0.01973074
 -0.07849577]","[ 0.05200875  0.11501718  0.11014078 ..., -0.03673994  0.07728559
 -0.01432553]"
"[-0.03275829 -0.31677435  0.07483345 ...,  0.01429981 -0.03986432
 -0.0405365 ]","[ 0.09901682  0.03179896 -0.08406692 ...,  0.00542293  0.01375962
 -0.0165315 ]","[ 0.27309612  0.20307271  0.0661704  ...,  0.11163036  0.00808068
  0.05088288]","[ 0.34567977  0.01565202 -0.33440875 ..., -0.01340321  0.09160505
  0.09823184]","[-0.07379281 -0.24295145 -0.0242804  ..., -0.05743253 -0.05957649
 -0.03712266]","[ 0.08730736 -0.32955825 -0.09995684 ...,  0.02610162 -0.03030092
 -0.06161214]","[-0.08375849 -0.01219706  0.34442612 ..., -0.03615023  0.11679967
  0.04861897]","[ 0.09439363  0.35019771  0.25893629 ...,  0.02283136 -0.05591444
 -0.00402509]","[-0.24851093  0.31290149  0.05811923 ...,  0.04169787 -0.02099626
 -0.07842868]","[ 0.05627771  0.11353575  0.11477353 ..., -0.03509129  0.08156404
 -0.0172338 ]"
"[-0.03569035 -0.32313321  0.07166295 ...,  0.01614145 -0.04419885
 -0.03973332]","[ 0.09830394  0.03190086 -0.0844633  ...,  0.00726156  0.01464581
 -0.01770322]","[ 0.27321426  0.20649243  0.06729711 ...,  0.11201475  0.00438636
  0.04833491]","[ 0.34659939  0.01576823 -0.33567631 ..., -0.01287542  0.09815054
  0.10227622]","[-0.0826333  -0.24233283 -0.01785263 ..., -0.05867387 -0.06012217
 -0.0407555 ]","[ 0.08595594 -0.32793668 -0.09789518 ...,  0.02178327 -0.02871076
 -0.06260007]","[-0.08412331 -0.01448073  0.34545011 ..., -0.03350672  0.1126736   0.0464016 ]","[ 0.09527535  0.34974978  0.2598316  ...,  0.02408556 -0.05324826
 -0.00384819]","[-0.24424871  0.30933137  0.05879088 ...,  0.03999933 -0.02060618
 -0.07642601]","[ 0.06039351  0.11087684  0.11762247 ..., -0.03503692  0.08458891
 -0.02002627]"
"[-0.03897477 -0.32983732  0.07033462 ...,  0.01662753 -0.0392621
 -0.04021677]","[ 0.09759468  0.03218069 -0.08485667 ...,  0.00922699  0.01454756
 -0.01921058]","[ 0.27372479  0.20734687  0.06819032 ...,  0.11193088  0.00499837
  0.04772777]","[ 0.34783755  0.01631928 -0.34014198 ..., -0.01108234  0.10183275
  0.10903021]","[-0.09911004 -0.25084387 -0.01508622 ..., -0.05226986 -0.05873957
 -0.04412401]","[ 0.08222305 -0.32578349 -0.09574239 ...,  0.02003532 -0.02811835
 -0.0647804 ]","[-0.08469658 -0.01788669  0.34639953 ..., -0.03109996  0.11241933
  0.04570694]","[ 0.09787889  0.34956117  0.26084305 ...,  0.02532924 -0.05311001
 -0.00659759]","[-0.24188404  0.30916093  0.05959488 ...,  0.04072334 -0.01999082
 -0.07581776]","[ 0.06094483  0.10843168  0.11691773 ..., -0.03703887  0.08305622
 -0.02208247]"
"[-0.0401276  -0.33279227  0.07025229 ...,  0.01497512 -0.03531348
 -0.04167054]","[ 0.09715236  0.03254749 -0.0848082  ...,  0.01154298  0.01474476
 -0.02111909]","[ 0.27739726  0.21002029  0.07076828 ...,  0.10950005  0.00507149
  0.04545813]","[ 0.34957323  0.01798871 -0.34459352 ..., -0.01055453  0.10348161
  0.1182884 ]","[-0.10409263 -0.25385469 -0.01453897 ..., -0.0489992  -0.05768066
 -0.04471788]","[ 0.07467279 -0.32411147 -0.09422827 ...,  0.02262804 -0.02903547
 -0.0690316 ]","[-0.08485248 -0.02110899  0.34762123 ..., -0.02661691  0.11165529
  0.04644237]","[ 0.09891302  0.34911226  0.26236446 ...,  0.02705291 -0.05386857
 -0.00840503]","[-0.24067298  0.30998046  0.05941244 ...,  0.04151966 -0.02349394
 -0.0752389 ]","[ 0.06200172  0.10824457  0.11481785 ..., -0.0352261   0.08356307
 -0.01952724]"
"[-0.0402394  -0.3332748   0.07043595 ...,  0.01468938 -0.03414131
 -0.04264329]","[ 0.09720901  0.03306962 -0.08384553 ...,  0.01379222  0.01493184
 -0.02241475]","[ 0.2784866   0.21191239  0.07198169 ...,  0.10844026  0.0029671
  0.04082985]","[ 0.3511819   0.01969291 -0.3462482  ..., -0.01045952  0.10483055
  0.12551182]","[-0.10369456 -0.25714876 -0.01805413 ..., -0.0446452  -0.05683852
 -0.0476647 ]","[ 0.07398647 -0.3258949  -0.09399021 ...,  0.02965261 -0.02843296
 -0.06882523]","[-0.08493817 -0.02399654  0.34814839 ..., -0.02369038  0.11059287
  0.0475685 ]","[ 0.09738642  0.34861999  0.26466419 ...,  0.03022657 -0.05320271
 -0.00594945]","[-0.24151125  0.31326831  0.05892496 ...,  0.04120396 -0.02956423
 -0.07767394]","[ 0.05647125  0.10917794  0.10966215 ..., -0.0361617   0.08405645
 -0.01838578]"
"[-0.04052219 -0.3337143   0.07002099 ...,  0.01465762 -0.03399426
 -0.04300112]","[ 0.09695473  0.03350752 -0.0833361  ...,  0.01533923  0.01540551
 -0.02401468]","[ 0.2782525   0.21188415  0.07135846 ...,  0.10858714  0.00217341
  0.03706536]","[ 0.35162901  0.01928513 -0.34744438 ..., -0.00910549  0.10796594
  0.13089211]","[-0.09744118 -0.25285027 -0.01537642 ..., -0.05373666 -0.05817079
 -0.05185936]","[ 0.07188132 -0.32548883 -0.09219139 ...,  0.03421569 -0.0288442
 -0.07172648]","[-0.08535282 -0.02777378  0.34856432 ..., -0.02343505  0.11106352
  0.05018503]","[ 0.09842843  0.34855466  0.26040451 ...,  0.03311617 -0.05005269
 -0.00520501]","[-0.24142564  0.31594192  0.05895133 ...,  0.04012088 -0.03491612
 -0.07796785]","[ 0.0520433   0.11000024  0.10914498 ..., -0.03481923  0.08645868
 -0.01701963]"
"[-0.04125649 -0.3348987   0.06893441 ...,  0.01374927 -0.03359651
 -0.04332788]","[ 0.0968397   0.03350984 -0.08364669 ...,  0.01557019  0.01364313
 -0.02629901]","[ 0.28036717  0.21431276  0.07205627 ...,  0.10709666  0.00058207
  0.03453528]","[ 0.35332752  0.01990773 -0.35002721 ..., -0.00912328  0.11345821
  0.14118655]","[-0.09734823 -0.25166063 -0.01662975 ..., -0.060396   -0.06084694
 -0.05719962]","[ 0.06993921 -0.32505529 -0.09030724 ...,  0.03931411 -0.02817756
 -0.07198397]","[-0.08527201 -0.02677029  0.34874364 ..., -0.02392594  0.11077877
  0.05324874]","[ 0.10031171  0.34882969  0.25752033 ...,  0.03553458 -0.05038593
 -0.00350717]","[-0.24015256  0.3186485   0.05738825 ...,  0.0373053  -0.03734825
 -0.07735297]","[ 0.04714007  0.11058621  0.10745093 ..., -0.03364476  0.08974905
 -0.01771988]"
"[-0.04174782 -0.33611339  0.06784345 ...,  0.01159146 -0.0337875
 -0.04416406]","[ 0.0962828   0.03356711 -0.08357169 ...,  0.01627332  0.01168159
 -0.02825987]","[ 0.28314057  0.21567094  0.07319465 ...,  0.10684441 -0.00398802
  0.03016195]","[ 0.35603901  0.0207536  -0.35755809 ..., -0.0091468   0.11628894
  0.14858577]","[-0.10022532 -0.24633707 -0.01007977 ..., -0.0685155  -0.06144788
 -0.06306704]","[ 0.06776414 -0.32514064 -0.086031   ...,  0.0379895  -0.02902947
 -0.07037105]","[-0.08506533 -0.02775385  0.34994268 ..., -0.02211327  0.11259895
  0.05395853]","[ 0.09914472  0.34913259  0.25656834 ...,  0.0388584  -0.05052467
 -0.00190559]","[-0.24315469  0.32627683  0.05626768 ...,  0.03794588 -0.03789935
 -0.07680649]","[ 0.0409043   0.11200429  0.10371027 ..., -0.03310925  0.09136575
 -0.01798478]"
"[-0.0423217  -0.33652086  0.06702621 ...,  0.00899937 -0.03214431
 -0.0455191 ]","[ 0.09612891  0.03332546 -0.08240174 ...,  0.0160955   0.01072653
 -0.0304767 ]","[ 0.28317725  0.21575464  0.07477692 ...,  0.10836742 -0.00901147
  0.02705877]","[ 0.35693409  0.01908048 -0.35858183 ..., -0.00793674  0.11774913
  0.15242954]","[-0.09608248 -0.24241109 -0.01032991 ..., -0.07297872 -0.06459996
 -0.06827716]","[ 0.06553567 -0.32497805 -0.08492396 ...,  0.03632636 -0.03234097
 -0.07276343]","[-0.08537816 -0.03078829  0.35085572 ..., -0.02003582  0.11345926
  0.05257595]","[ 0.09946753  0.34924795  0.25649877 ...,  0.04327834 -0.05302324
 -0.00129799]","[-0.24665947  0.3299116   0.05730031 ...,  0.03908457 -0.04136076
 -0.07502098]","[ 0.04210125  0.11245817  0.10537135 ..., -0.03217765  0.09284337 -0.019105  ]"
"[-0.04160293 -0.33447233  0.06652032 ...,  0.00942298 -0.03140657
 -0.04584283]","[ 0.09700098  0.03282098 -0.0807102  ...,  0.01462928  0.00500569
 -0.0359309 ]","[ 0.28185653  0.21530044  0.07455475 ...,  0.10987482 -0.01204067
  0.02394202]","[ 0.35755426  0.01733754 -0.35927797 ..., -0.00438552  0.119923    0.15626461]","[-0.09343688 -0.23657161 -0.00912375 ..., -0.07520844 -0.06525081
 -0.06856245]","[ 0.06688381 -0.32524112 -0.08930598 ...,  0.03696425 -0.032873   -0.07479303]","[-0.08522978 -0.02936869  0.35130013 ..., -0.0198987   0.11305841
  0.0512294 ]","[ 0.09907572  0.34939172  0.25780681 ...,  0.04459349 -0.057772   -0.001174  ]","[-0.24959432  0.33188901  0.0593696  ...,  0.04055999 -0.0455731
 -0.07516095]","[ 0.04155102  0.1139342   0.10300199 ..., -0.03167663  0.0938353
 -0.02081815]"
"[-0.04311444 -0.33837853  0.06387472 ...,  0.00707246 -0.03277002
 -0.04592069]","[ 0.09792433  0.03281467 -0.07897662 ...,  0.01308303  0.00359313
 -0.03753136]","[ 0.28133884  0.21398388  0.07566288 ...,  0.11080715 -0.01397921
  0.02076361]","[ 0.35933022  0.01816937 -0.36477986 ..., -0.00448092  0.12502242
  0.16421659]","[-0.10217825 -0.23983455 -0.01333371 ..., -0.07163661 -0.06351136
 -0.07120576]","[ 0.07118372 -0.32673297 -0.09330357 ...,  0.03986122 -0.03450795
 -0.07512288]","[-0.08506418 -0.02681502  0.3510568  ..., -0.02220357  0.11244041
  0.0516688 ]","[ 0.09494544  0.34981715  0.26156738 ...,  0.04326373 -0.05913663
  0.00051064]","[-0.24951683  0.33189816  0.06037487 ...,  0.04193288 -0.04629001
 -0.07752157]","[ 0.03906135  0.11555776  0.1009814  ..., -0.03612532  0.09524454
 -0.02047178]"
"[-0.04488446 -0.34296796  0.06336694 ...,  0.00510271 -0.03321093
 -0.04820743]","[ 0.09830214  0.03307036 -0.07999739 ...,  0.01202543 -0.00011501
 -0.04144375]","[ 0.28015463  0.21349772  0.07691856 ...,  0.1094737  -0.0146485
  0.01723145]","[ 0.36148312  0.01941543 -0.36549043 ..., -0.0047516   0.13068849
  0.1750541 ]","[-0.10860065 -0.2378826  -0.017395   ..., -0.07390171 -0.06412005
 -0.0681084 ]","[ 0.07093607 -0.32711186 -0.09431482 ...,  0.0411998  -0.038695   -0.07412007]","[-0.08491539 -0.02340612  0.35067645 ..., -0.02398449  0.10816398
  0.0501296 ]","[ 0.09505786  0.34999913  0.26547687 ...,  0.04508554 -0.06267805
 -0.00118297]","[-0.24788042  0.32842542  0.05998752 ...,  0.04547308 -0.04894004
 -0.08193015]","[ 0.04045874  0.11493204  0.10225048 ..., -0.04019788  0.09887427
 -0.02055002]"
"[-0.04495613 -0.34341132  0.06359949 ...,  0.00750852 -0.02714785
 -0.04884569]","[ 0.09765745  0.03446551 -0.08210143 ...,  0.01277152  0.00342146
 -0.04177659]","[ 0.28141091  0.21472251  0.07840469 ...,  0.10862497 -0.01331975
  0.01286805]","[ 0.36195519  0.01892547 -0.36381469 ..., -0.00461332  0.13545049
  0.18201416]","[-0.11806689 -0.23967445 -0.0212923  ..., -0.07035941 -0.06463878
 -0.06999846]","[ 0.07407758 -0.32995107 -0.09144708 ...,  0.04444897 -0.04430947
 -0.07046756]","[-0.08516181 -0.0200401   0.34995597 ..., -0.02612107  0.10675228
  0.05056618]","[ 0.09763232  0.34984113  0.26707733 ...,  0.0473397  -0.06753424
 -0.00235318]","[-0.24507958  0.32204087  0.05916481 ...,  0.04669326 -0.05341671
 -0.08251549]","[ 0.04192065  0.11562238  0.09991231 ..., -0.03823451  0.09948382
 -0.02110281]"
"[-0.04428523 -0.34351825  0.05951373 ...,  0.01117496 -0.02249053
 -0.04972156]","[ 0.0988079   0.03678487 -0.08125567 ...,  0.01362146  0.00758817
 -0.03868666]","[ 0.28592138  0.2151202   0.08128446 ...,  0.10634359 -0.01168874
  0.00850137]","[ 0.36073985  0.01818688 -0.35658813 ..., -0.00136824  0.13741121
  0.1874547 ]","[-0.11800814 -0.23539343 -0.02306397 ..., -0.07116447 -0.0651532  -0.0698784 ]","[ 0.07739667 -0.33228628 -0.08612053 ...,  0.04293121 -0.04607638
 -0.06901856]","[-0.08488079 -0.01573457  0.34986599 ..., -0.02885119  0.10345118
  0.05043267]","[ 0.09832179  0.34983461  0.2660054  ...,  0.04544023 -0.07342218
 -0.00120283]","[-0.2436813   0.32202001  0.0576624  ...,  0.04905443 -0.05786683
 -0.08360597]","[ 0.04413507  0.11602646  0.10025853 ..., -0.03947734  0.09888668
 -0.02250981]"
"[-0.03928769 -0.33942658  0.05777308 ...,  0.01523734 -0.02791774
 -0.05286199]","[ 0.10043063  0.03788006 -0.07716691 ...,  0.01360121  0.01508578
 -0.03453711]","[ 0.28824222  0.21463595  0.08463237 ...,  0.10442676 -0.01405122
  0.00735379]","[ 0.36014767  0.01713263 -0.35148682 ..., -0.00156518  0.13893936
  0.19228962]","[-0.12220046 -0.23226818 -0.02556651 ..., -0.06682637 -0.06671558
 -0.07099425]","[ 0.07952298 -0.33539715 -0.08360841 ...,  0.04295616 -0.04613371
 -0.07318441]","[-0.08457916 -0.01181673  0.34975215 ..., -0.0300913   0.10155887
  0.04984641]","[ 0.10059652  0.35021223  0.26456995 ...,  0.0485324  -0.07594804
 -0.00144008]","[-0.24430647  0.32362347  0.05673425 ...,  0.05340484 -0.06089431
 -0.08448305]","[ 0.04481298  0.11657463  0.10171527 ..., -0.04546912  0.0978501
 -0.02610926]"
"[-0.03429813 -0.33300989  0.05835882 ...,  0.01960577 -0.03611267
 -0.05508911]","[ 0.10139405  0.03738693 -0.07497491 ...,  0.01315862  0.0190073
 -0.03440935]","[ 0.28960671  0.21656528  0.08631419 ...,  0.10245983 -0.02019819
  0.00753832]","[ 0.35976352  0.01730654 -0.35189071 ..., -0.00197935  0.13876845
  0.19264394]","[-0.12583132 -0.22996267 -0.02553193 ..., -0.06328747 -0.06798718
 -0.0688276 ]","[ 0.08155509 -0.33888326 -0.08442671 ...,  0.04520112 -0.04323605
 -0.07680053]","[-0.08495579 -0.00693616  0.34970591 ..., -0.03385099  0.09880825
  0.05368396]","[ 0.10134854  0.35004202  0.26139019 ...,  0.0500405  -0.0777622  -0.0008032 ]","[-0.24338775  0.32724525  0.05582697 ...,  0.05463305 -0.06359011
 -0.08464041]","[ 0.04450701  0.11799255  0.10160299 ..., -0.04620782  0.09375559
 -0.02799465]"
"[-0.02360584 -0.32132473  0.06656939 ...,  0.02594588 -0.03791176
 -0.05089373]","[ 0.10120102  0.03693256 -0.07501175 ...,  0.01568979  0.02209008
 -0.03590907]","[ 0.2890666   0.21655941  0.08886836 ...,  0.10091586 -0.02676015
  0.00602081]","[ 0.35980698  0.01633335 -0.35365319 ...,  0.00085152  0.14227773
  0.19440096]","[-0.12967786 -0.22876688 -0.02321285 ..., -0.06279133 -0.06833868
 -0.07052211]","[ 0.08187584 -0.34056795 -0.08247109 ...,  0.04626066 -0.04194928
 -0.07904085]","[-0.08494914 -0.00577278  0.350772   ..., -0.03383459  0.09688422
  0.05708198]","[ 0.10070482  0.35034348  0.26427366 ...,  0.04996853 -0.07681208
 -0.00099983]","[-0.24128929  0.32896112  0.05431727 ...,  0.05553271 -0.06547089
 -0.0854807 ]","[ 0.04392765  0.1190492   0.10087171 ..., -0.04748499  0.09191361
 -0.02882548]"
"[-0.01602626 -0.30791126  0.07390616 ...,  0.02807882 -0.03647404
 -0.04851855]","[ 0.10118159  0.03608355 -0.07479684 ...,  0.01691234  0.02504946
 -0.03823503]","[ 0.28943916  0.21571489  0.09056382 ...,  0.09953882 -0.03314585
  0.00502987]","[ 0.35924435  0.01699764 -0.35091418 ...,  0.00116209  0.14342775
  0.19761038]","[-0.13339913 -0.22766723 -0.02324357 ..., -0.06201964 -0.0649727
 -0.06841611]","[ 0.08163866 -0.34068371 -0.08158889 ...,  0.04678184 -0.03943716
 -0.07847492]","[-0.08457551 -0.00682219  0.35191063 ..., -0.03272928  0.09572615
  0.05584139]","[ 0.10032872  0.35037672  0.265371   ...,  0.05132091 -0.07555925
 -0.00094891]","[-0.24024134  0.32857712  0.05251988 ...,  0.05616802 -0.0722303
 -0.08597809]","[ 0.04578802  0.11885487  0.10237592 ..., -0.04520818  0.08889376 -0.028321  ]"
"[-0.01626059 -0.30379703  0.08088542 ...,  0.02443646 -0.03638526
 -0.04417852]","[ 0.09989385  0.03575954 -0.07640688 ...,  0.01925385  0.02620595
 -0.04093226]","[ 0.2907842   0.21607746  0.09026542 ...,  0.09641696 -0.0357745   0.003484  ]","[ 0.35836628  0.01592999 -0.3484467  ...,  0.00192831  0.14276772
  0.20227146]","[-0.13598861 -0.22785596 -0.02417947 ..., -0.06196074 -0.06280816
 -0.07152697]","[ 0.0789394  -0.33946449 -0.08192944 ...,  0.0458944  -0.03191657
 -0.07754838]","[-0.08498941 -0.01020752  0.35344552 ..., -0.03168752  0.09533627
  0.0536783 ]","[ 0.10251198  0.3499139   0.26223842 ...,  0.05263453 -0.0756289
  0.00161573]","[-0.23987344  0.32758297  0.05260542 ...,  0.05802189 -0.07713987
 -0.08201748]","[ 0.04731085  0.11977557  0.10247929 ..., -0.04303471  0.08998559 -0.0261    ]"
