policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.04070789 -0.31017845  0.17868049 ...,  0.01600001 -0.014       0.048     ]","[ 0.10889473  0.0405608  -0.06431221 ...,  0.00700001  0.007       0.047     ]","[ 0.25908646  0.20753726  0.08107464 ...,  0.021      -0.024      -0.01      ]","[ 0.30397114  0.02403672 -0.34809268 ..., -0.045       0.054       0.049     ]","[-0.10401168 -0.24495643 -0.01453546 ..., -0.02       -0.039      -0.055     ]","[  5.40043587e-02  -3.52579461e-01  -1.17009937e-01 ...,  -9.85287201e-09
  -1.99999949e-02  -6.99999983e-03]","[-0.10946848  0.02503571  0.28860515 ..., -0.027       0.045      -0.081     ]","[ 0.09632041  0.36521612  0.23068863 ...,  0.028      -0.048      -0.064     ]","[-0.25204405  0.25931444  0.06856374 ...,  0.005      -0.01100001 -0.042     ]","[ 0.07516303  0.102043    0.11298901 ..., -0.066      -0.053      -0.037     ]"
"[-0.03820789 -0.30667845  0.18118049 ...,  0.01950001 -0.0135      0.0445    ]","[ 0.11189473  0.0405608  -0.06031221 ...,  0.00200001  0.006       0.043     ]","[ 0.26308646  0.21153726  0.08507464 ...,  0.017      -0.021      -0.011     ]","[ 0.30247114  0.02253672 -0.34659268 ..., -0.0465      0.0545      0.0495    ]","[-0.10101168 -0.24495643 -0.01653546 ..., -0.02       -0.035      -0.055     ]","[ 0.05150436 -0.35007946 -0.11750994 ..., -0.00350001 -0.02049999 -0.0035    ]","[-0.10546848  0.02803571  0.29060515 ..., -0.027       0.047      -0.083     ]","[ 0.09532041  0.36421612  0.22968863 ...,  0.029      -0.047      -0.063     ]","[-0.25204405  0.25731444  0.07056374 ...,  0.005      -0.01100001 -0.042     ]","[ 0.07816303  0.102043    0.11498901 ..., -0.071      -0.057      -0.039     ]"
"[-0.04070789 -0.30517845  0.18368049 ...,  0.01700001 -0.011       0.042     ]","[ 0.11339473  0.0420608  -0.05781221 ..., -0.00049999  0.0045      0.0415    ]","[ 0.26758646  0.21603726  0.08957464 ...,  0.0135     -0.0205     -0.0135    ]","[ 0.30297114  0.02103672 -0.34909268 ..., -0.04800001  0.054       0.052     ]","[-0.10151168 -0.24545643 -0.01703546 ..., -0.0205     -0.0355     -0.0555    ]","[ 0.05300436 -0.35157945 -0.11600998 ..., -0.00500001 -0.02199999 -0.002     ]","[-0.10446848  0.02703571  0.29160515 ..., -0.028       0.048      -0.084     ]","[ 0.09532041  0.36421612  0.22868863 ...,  0.032      -0.044      -0.062     ]","[-0.25254405  0.25681444  0.07106374 ...,  0.0045     -0.01050001 -0.0415    ]","[ 0.07916303  0.101043    0.11598901 ..., -0.072      -0.058      -0.038     ]"
"[-0.04170789 -0.30617845  0.18568049 ...,  0.01600001 -0.008       0.038     ]","[ 0.11589473  0.0405608  -0.05831221 ..., -0.00299999  0.002       0.04      ]","[ 0.26708646  0.21553726  0.08907464 ...,  0.012      -0.02       -0.013     ]","[ 0.30597114  0.01903672 -0.35009268 ..., -0.04600001  0.053       0.053     ]","[-0.09801168 -0.24495643 -0.02053546 ..., -0.019      -0.038      -0.058     ]","[ 0.05500436 -0.35157945 -0.11500997 ..., -0.00400001 -0.02599999 -0.001     ]","[-0.10046848  0.02803571  0.29460515 ..., -0.033       0.051      -0.084     ]","[ 0.09482041  0.3607161   0.22818863 ...,  0.0345     -0.0415     -0.0585    ]","[-0.25504405  0.25731444  0.07256372 ...,  0.007      -0.01200001 -0.042     ]","[ 0.08066303  0.099543    0.11748901 ..., -0.0725     -0.0595     -0.0395    ]"
"[-0.04070789 -0.30417845  0.18768049 ...,  0.01900001 -0.007       0.035     ]","[ 0.11789473  0.0385608  -0.05831221 ..., -0.00599999  0.001       0.038     ]","[ 0.26808647  0.21753726  0.09407464 ...,  0.014      -0.019      -0.012     ]","[ 0.30697114  0.01803672 -0.35009268 ..., -0.04500001  0.053       0.054     ]","[-0.09601168 -0.24495643 -0.02353546 ..., -0.019      -0.037      -0.06      ]","[  5.40043586e-02  -3.50579452e-01  -1.16009970e-01 ...,  -3.00000958e-03
  -2.69999949e-02   8.09606694e-11]","[-0.09896848  0.02753571  0.29910515 ..., -0.0355      0.0535     -0.0855    ]","[ 0.09332041  0.3622161   0.22968863 ...,  0.033      -0.043      -0.058     ]","[-0.25604405  0.25731444  0.07356372 ...,  0.007      -0.01400001 -0.043     ]","[ 0.07816303  0.098043    0.11798901 ..., -0.076      -0.06       -0.042     ]"
"[-0.03770789 -0.30217845  0.18468049 ...,  0.02200001 -0.004       0.037     ]","[  1.18894733e-01   3.85608030e-02  -5.73122086e-02 ...,  -7.99999335e-03
   7.65784325e-10   3.60000025e-02]","[ 0.26908647  0.22153726  0.09607464 ...,  0.015      -0.019      -0.01      ]","[ 0.30997114  0.01503672 -0.34809268 ..., -0.04800001  0.056       0.05      ]","[-0.09601168 -0.24495643 -0.02453546 ..., -0.018      -0.036      -0.06      ]","[ 0.05400436 -0.34957945 -0.11600997 ..., -0.00200001 -0.03099999  0.001     ]","[-0.09746848  0.02903571  0.30060515 ..., -0.035       0.054      -0.086     ]","[ 0.09032041  0.3632161   0.23068863 ...,  0.03       -0.045      -0.055     ]","[-0.25604405  0.25831444  0.07256372 ...,  0.007      -0.01400001 -0.043     ]","[ 0.08016303  0.097043    0.11998901 ..., -0.077      -0.064      -0.043     ]"
"[-0.03670789 -0.30517845  0.18368049 ...,  0.02500001 -0.002       0.04      ]","[ 0.11889473  0.0375608  -0.05731221 ..., -0.00999999 -0.002       0.033     ]","[ 0.26708647  0.22053726  0.09507464 ...,  0.017      -0.018      -0.008     ]","[ 0.31297114  0.01203672 -0.34609268 ..., -0.04900001  0.06        0.046     ]","[-0.09801168 -0.24395643 -0.02153546 ..., -0.018      -0.035      -0.064     ]","[ 0.05350436 -0.34907945 -0.11550997 ..., -0.00250001 -0.03549999 -0.0005    ]","[-0.09246848  0.03303571  0.30460515 ..., -0.037       0.054      -0.087     ]","[ 0.08932041  0.3642161   0.22968863 ...,  0.027      -0.046      -0.052     ]","[-0.25404405  0.25631445  0.06856372 ...,  0.005      -0.01200001 -0.043     ]","[ 0.07916303  0.098043    0.12098901 ..., -0.079      -0.065      -0.043     ]"
"[-0.03520789 -0.30367845  0.18218049 ...,  0.02750001 -0.0015      0.0415    ]","[ 0.12389473  0.0375608  -0.05631221 ..., -0.00999999 -0.004       0.028     ]","[ 0.26558647  0.22203726  0.09657464 ...,  0.0175     -0.0175     -0.0065    ]","[ 0.31247114  0.01253672 -0.34559268 ..., -0.04950001  0.0595      0.0455    ]","[-0.09701168 -0.24395643 -0.02153546 ..., -0.019      -0.03       -0.068     ]","[ 0.05300436 -0.35057945 -0.11700997 ..., -0.00400001 -0.03599999 -0.001     ]","[-0.08846848  0.03403571  0.30560515 ..., -0.038       0.054      -0.088     ]","[ 0.09132041  0.36421609  0.22768863 ...,  0.029      -0.044      -0.053     ]","[-0.25104405  0.25631445  0.06656372 ...,  0.002      -0.01200001 -0.042     ]","[ 0.08116303  0.09804302  0.11698901 ..., -0.081      -0.067      -0.046     ]"
"[-0.03170789 -0.30417845  0.17868049 ...,  0.03100001 -0.001       0.041     ]","[ 0.12539473  0.0380608  -0.05481221 ..., -0.01149999 -0.0035      0.0275    ]","[ 0.26108647  0.21753726  0.09307464 ...,  0.019      -0.022      -0.009     ]","[ 0.31397114  0.00903672 -0.34809268 ..., -0.05100001  0.059       0.048     ]","[-0.09751168 -0.24445643 -0.02103546 ..., -0.0195     -0.0295     -0.0685    ]","[ 0.05300436 -0.34957945 -0.12100997 ..., -0.00500001 -0.03899999 -0.004     ]","[-0.08746848  0.03603571  0.30460515 ..., -0.039       0.053      -0.086     ]","[ 0.09132041  0.36421609  0.22468863 ...,  0.028      -0.039      -0.054     ]","[-0.25054405  0.25681445  0.06606372 ...,  0.0015     -0.01250001 -0.0425    ]","[ 0.07816303  0.09804302  0.11398901 ..., -0.084      -0.068      -0.05      ]"
"[-0.02970789 -0.30417845  0.17468049 ...,  0.03600001  0.002       0.042     ]","[ 0.12389473  0.0405608  -0.05731221 ..., -0.01399999 -0.006       0.028     ]","[ 0.25808647  0.21453726  0.09107464 ...,  0.024      -0.023      -0.008     ]","[ 0.31497114  0.00703672 -0.34909268 ..., -0.05100001  0.062       0.05      ]","[-0.09601168 -0.24795643 -0.02353546 ..., -0.021      -0.025      -0.068     ]","[ 0.05300436 -0.34957945 -0.12300997 ..., -0.00600001 -0.03899999 -0.005     ]","[-0.08346848  0.03703571  0.30460515 ..., -0.043       0.053      -0.085     ]","[ 0.09082041  0.36471609  0.22218863 ...,  0.0285     -0.0375     -0.0535    ]","[ -2.55044046e-01   2.57314449e-01   6.65637345e-02 ...,   7.33594872e-10
  -1.30000052e-02  -3.89999983e-02]","[ 0.07866303  0.09754302  0.11348901 ..., -0.0845     -0.0695     -0.0515    ]"
"[-0.02870789 -0.30517845  0.17268049 ...,  0.03800001  0.002       0.042     ]","[ 0.12489473  0.0425608  -0.05931221 ..., -0.01699999 -0.008       0.027     ]","[ 0.25808647  0.21453726  0.09007464 ...,  0.024      -0.024      -0.008     ]","[ 0.31397114  0.00603672 -0.34809268 ..., -0.05000001  0.061       0.049     ]","[-0.09501168 -0.24795643 -0.02453546 ..., -0.021      -0.023      -0.069     ]","[ 0.05300436 -0.35157945 -0.12100997 ..., -0.00500001 -0.04099999 -0.006     ]","[-0.08196848  0.03753571  0.30510515 ..., -0.0435      0.0515     -0.0845    ]","[ 0.08932041  0.36721609  0.22068863 ...,  0.026      -0.037      -0.053     ]","[-0.25804405  0.25831445  0.06756373 ...,  0.001      -0.01000001 -0.036     ]","[ 0.07916303  0.09904302  0.11398901 ..., -0.084      -0.069      -0.053     ]"
"[-0.03070789 -0.30817845  0.16868049 ...,  0.03600001 -0.001       0.046     ]","[ 0.12589473  0.0435608  -0.05831221 ..., -0.01699999 -0.007       0.027     ]","[ 0.25508647  0.21653726  0.08607464 ...,  0.021      -0.022      -0.011     ]","[ 0.30997114  0.00603672 -0.34909268 ..., -0.05100001  0.056       0.049     ]","[-0.09801168 -0.24795643 -0.02153546 ..., -0.024      -0.02       -0.071     ]","[ 0.05000436 -0.34957945 -0.11800997 ..., -0.00400001 -0.04599999 -0.011     ]","[-0.08446848  0.03503571  0.30360515 ..., -0.041       0.049      -0.087     ]","[ 0.08632041  0.37021609  0.22068863 ...,  0.021      -0.038      -0.053     ]","[-0.25704405  0.25931445  0.06856373 ...,  0.002      -0.01100001 -0.037     ]","[ 0.07816303  0.10104301  0.114989   ..., -0.081      -0.073      -0.057     ]"
"[-0.03370789 -0.31317845  0.16668049 ...,  0.03400001 -0.006       0.044     ]","[ 0.13089473  0.0475608  -0.05431221 ..., -0.02099999 -0.007       0.025     ]","[ 0.25208647  0.21853726  0.08507464 ...,  0.018      -0.024      -0.013     ]","[ 0.30847114  0.00653672 -0.35059268 ..., -0.05150001  0.0525      0.0515    ]","[-0.10101168 -0.24895643 -0.01853546 ..., -0.025      -0.017      -0.074     ]","[ 0.04850436 -0.34907945 -0.11650997 ..., -0.00250001 -0.04949999 -0.0125    ]","[-0.08746848  0.03203571  0.30160515 ..., -0.041       0.049      -0.086     ]","[ 0.08432041  0.37321609  0.21868863 ...,  0.02       -0.037      -0.052     ]","[-0.25704405  0.26131445  0.06856373 ...,  0.005      -0.01400001 -0.039     ]","[ 0.07716303  0.10004301  0.11398901 ..., -0.082      -0.074      -0.056     ]"
"[-0.03520789 -0.31467845  0.16518049 ...,  0.03250001 -0.0075      0.0425    ]","[ 0.13389473  0.0495608  -0.05131221 ..., -0.02399999 -0.006       0.021     ]","[ 0.25158647  0.21903726  0.08557464 ...,  0.0175     -0.0245     -0.0135    ]","[ 0.30797114  0.00703672 -0.35009268 ..., -0.05200001  0.054       0.051     ]","[-0.10251168 -0.24945643 -0.01803546 ..., -0.0265     -0.0145     -0.0735    ]","[ 0.05000436 -0.34657945 -0.11500997 ..., -0.00500001 -0.04699999 -0.011     ]","[-0.08846848  0.02903571  0.30160515 ..., -0.039       0.046      -0.085     ]","[ 0.08432041  0.37221609  0.22068863 ...,  0.018      -0.035      -0.051     ]","[-0.25854405  0.25981445  0.06806373 ...,  0.0075     -0.01650001 -0.0395    ]","[ 0.07616303  0.09704301  0.11298901 ..., -0.084      -0.079      -0.054     ]"
"[-0.03370789 -0.31317845  0.16868049 ...,  0.03600001 -0.005       0.039     ]","[ 0.13339473  0.0490608  -0.05181221 ..., -0.02449999 -0.0055      0.0215    ]","[ 0.25108647  0.21753726  0.08407464 ...,  0.02       -0.021      -0.015     ]","[ 0.30597114  0.00703672 -0.34709268 ..., -0.05300001  0.059       0.048     ]","[-0.10501168 -0.25195643 -0.01453546 ..., -0.026      -0.012      -0.076     ]","[ 0.05300436 -0.34657945 -0.11500997 ..., -0.00700001 -0.04399999 -0.013     ]","[-0.08746848  0.03103571  0.29960515 ..., -0.04        0.044      -0.085     ]","[ 0.08732041  0.36821609  0.22168863 ...,  0.019      -0.034      -0.052     ]","[-0.25804405  0.25831445  0.06956373 ...,  0.008      -0.01700001 -0.038     ]","[ 0.07266303  0.09554301  0.113489   ..., -0.0865     -0.0815     -0.0495    ]"
"[-0.03770789 -0.31817845  0.17368049 ...,  0.03800001 -0.004       0.036     ]","[ 0.13089473  0.0475608  -0.05531221 ..., -0.02199999 -0.011       0.02      ]","[ 0.24908647  0.21853726  0.08407464 ...,  0.017      -0.018      -0.016     ]","[ 0.30397114  0.00703672 -0.34609268 ..., -0.05300001  0.062       0.047     ]","[-0.10801168 -0.25395643 -0.01253546 ..., -0.026      -0.007      -0.076     ]","[ 0.05400436 -0.34657945 -0.11600997 ..., -0.00700001 -0.04499999 -0.013     ]","[-0.08646848  0.03103571  0.29960515 ..., -0.042       0.042      -0.088     ]","[ 0.08982041  0.36671609  0.22218863 ...,  0.0185     -0.0325     -0.0515    ]","[-0.25704405  0.25531445  0.06756373 ...,  0.008      -0.01600001 -0.035     ]","[ 0.07416303  0.09704301  0.11298901 ..., -0.087      -0.081      -0.048     ]"
"[-0.03870789 -0.31917845  0.17468049 ...,  0.03900001 -0.004       0.036     ]","[ 0.12689474  0.0435608  -0.05931221 ..., -0.02299999 -0.012       0.022     ]","[ 0.25008647  0.21953726  0.08507464 ...,  0.016      -0.017      -0.017     ]","[ 0.30397114  0.00703672 -0.34709268 ..., -0.05300001  0.062       0.047     ]","[-0.11001168 -0.25595643 -0.01153546 ..., -0.024      -0.005      -0.076     ]","[ 0.05200436 -0.34557945 -0.11500997 ..., -0.00400001 -0.04699999 -0.011     ]","[-0.08696848  0.03053571  0.30010515 ..., -0.0415      0.0395     -0.0855    ]","[ 0.09232041  0.36921609  0.22368863 ...,  0.016      -0.032      -0.052     ]","[-0.25804405  0.25231445  0.06756373 ...,  0.01       -0.01500001 -0.033     ]","[ 0.07616303  0.10004301  0.11498901 ..., -0.089      -0.083      -0.046     ]"
"[-0.04170789 -0.32117845  0.17468049 ...,  0.03900001 -0.006       0.031     ]","[ 0.12589474  0.0445608  -0.05831221 ..., -0.02399999 -0.011       0.023     ]","[ 0.25008647  0.22253726  0.08707464 ...,  0.014      -0.013      -0.018     ]","[ 0.30297114  0.00803672 -0.34809268 ..., -0.05400001  0.061       0.049     ]","[-0.11101168 -0.25695641 -0.01453546 ..., -0.024      -0.006      -0.077     ]","[ 0.05000436 -0.34257945 -0.11400997 ..., -0.00300001 -0.05199999 -0.011     ]","[-0.08746848  0.02903571  0.29960515 ..., -0.043       0.042      -0.083     ]","[ 0.09232041  0.37021609  0.22168863 ...,  0.013      -0.03       -0.053     ]","[-0.25704405  0.25331445  0.06856373 ...,  0.008      -0.016      -0.034     ]","[ 0.07716303  0.10104301  0.11498901 ..., -0.091      -0.083      -0.043     ]"
"[-0.04370789 -0.32217845  0.17468049 ...,  0.03800001 -0.005       0.028     ]","[ 0.12489474  0.0445608  -0.06031221 ..., -0.02699999 -0.008       0.025     ]","[ 0.24658647  0.22103726  0.08557464 ...,  0.0135     -0.0115     -0.0205    ]","[ 0.30247114  0.00953672 -0.34759268 ..., -0.05450001  0.0635      0.0485    ]","[-0.10901168 -0.25795641 -0.01653546 ..., -0.023      -0.008      -0.079     ]","[ 0.04850436 -0.34207945 -0.11350997 ..., -0.00150001 -0.05349999 -0.0095    ]","[-0.09046847  0.02503571  0.30160515 ..., -0.045       0.044      -0.08      ]","[ 0.09132041  0.37021609  0.22268863 ...,  0.012      -0.029      -0.055     ]","[-0.25604405  0.25431445  0.07056373 ...,  0.006      -0.017      -0.032     ]","[ 0.07616303  0.10304301  0.11298901 ..., -0.093      -0.084      -0.045     ]"
"[-0.04420789 -0.32267845  0.17518049 ...,  0.03750001 -0.0055      0.0275    ]","[ 0.12239474  0.0430608  -0.06081221 ..., -0.02949999 -0.0055      0.0255    ]","[ 0.24508647  0.21953726  0.08407464 ...,  0.015      -0.01       -0.022     ]","[ 0.30197114  0.00903672 -0.34909268 ..., -0.05400001  0.063       0.05      ]","[-0.10851168 -0.25845641 -0.01703546 ..., -0.0225     -0.0065     -0.0795    ]","[ 0.04900437 -0.34157945 -0.11600997 ..., -0.00100001 -0.05099999 -0.007     ]","[-0.09146847  0.02603571  0.30260515 ..., -0.046       0.045      -0.081     ]","[ 0.09532041  0.36721609  0.22168863 ...,  0.016      -0.025      -0.056     ]","[-0.25354405  0.25681445  0.07106373 ...,  0.0045     -0.0175     -0.0305    ]","[ 0.07616303  0.10304301  0.11198901 ..., -0.093      -0.086      -0.047     ]"
"[-0.04970789 -0.32717845  0.17568049 ...,  0.03800001 -0.001       0.024     ]","[ 0.12289474  0.0445608  -0.06031221 ..., -0.03099999 -0.007       0.027     ]","[ 0.24408646  0.21953725  0.08407464 ...,  0.02       -0.005      -0.022     ]","[ 0.30097114  0.01003672 -0.34909268 ..., -0.05500001  0.063       0.049     ]","[-0.11101168 -0.25595641 -0.01653546 ..., -0.023      -0.008      -0.083     ]","[ 0.05000436 -0.34157945 -0.11800997 ..., -0.00200001 -0.04799999 -0.005     ]","[-0.09146847  0.02803571  0.30360515 ..., -0.047       0.045      -0.083     ]","[ 0.09732041  0.36721609  0.22168863 ...,  0.016      -0.02       -0.059     ]","[-0.25404405  0.25831445  0.07156373 ...,  0.007      -0.02       -0.032     ]","[ 0.07566303  0.10254301  0.11248901 ..., -0.0925     -0.0865     -0.0475    ]"
"[ -4.87078888e-02  -3.26178452e-01   1.76680494e-01 ...,   4.10000092e-02
  -6.49202651e-10   2.10000003e-02]","[ 0.12189474  0.0435608  -0.06031221 ..., -0.03199999 -0.009       0.029     ]","[ 0.24008646  0.21653725  0.08007464 ...,  0.024      -0.001      -0.026     ]","[ 0.30397114  0.00703672 -0.35009268 ..., -0.05200001  0.067       0.046     ]","[-0.10601168 -0.25095641 -0.01853546 ..., -0.026      -0.011      -0.086     ]","[ 0.05100436 -0.34057945 -0.11900997 ..., -0.00400001 -0.04599999 -0.003     ]","[-0.09296847  0.03053571  0.30310515 ..., -0.0485      0.0465     -0.0845    ]","[ 0.09682041  0.36671609  0.22318863 ...,  0.0165     -0.0195     -0.0605    ]","[-0.25504405  0.25731445  0.07056373 ...,  0.009      -0.023      -0.033     ]","[ 0.07316303  0.09804301  0.11598901 ..., -0.09       -0.086      -0.051     ]"
"[-0.04770789 -0.32517845  0.17568049 ...,  0.04000001  0.001       0.02      ]","[ 0.12089474  0.0445608  -0.06031221 ..., -0.03099999 -0.011       0.028     ]","[ 0.23808646  0.21653725  0.08007464 ...,  0.023      -0.002      -0.028     ]","[ 0.30797114  0.00303672 -0.34909268 ..., -0.05000001  0.066       0.047     ]","[-0.10501168 -0.24995641 -0.01853546 ..., -0.027      -0.01       -0.087     ]","[ 0.04800437 -0.33657945 -0.11700997 ..., -0.00800001 -0.04999999 -0.006     ]","[-0.09346847  0.03103571  0.30360515 ..., -0.05        0.047      -0.086     ]","[ 0.09832041  0.36321609  0.21868863 ...,  0.02       -0.017      -0.062     ]","[-0.25604405  0.25931445  0.06856373 ...,  0.012      -0.026      -0.035     ]","[ 0.07316303  0.09504301  0.11498901 ..., -0.089      -0.087      -0.054     ]"
"[-0.04570789 -0.32517845  0.17568049 ...,  0.03700001  0.005       0.019     ]","[ 0.11989474  0.0425608  -0.06131221 ..., -0.02899999 -0.012       0.03      ]","[ 0.23908646  0.21653725  0.08107464 ...,  0.023      -0.005      -0.029     ]","[ 0.30747114  0.00253672 -0.34859268 ..., -0.04950001  0.0665      0.0475    ]","[-0.10501168 -0.25095641 -0.01853546 ..., -0.025      -0.008      -0.086     ]","[ 0.04500437 -0.33657945 -0.11500997 ..., -0.01100001 -0.05499999 -0.011     ]","[-0.09746847  0.03203571  0.30760515 ..., -0.052       0.046      -0.089     ]","[ 0.09932041  0.35821609  0.21668863 ...,  0.023      -0.017      -0.064     ]","[-0.25804405  0.26231445  0.06556373 ...,  0.014      -0.029      -0.033     ]","[ 0.07216303  0.09404301  0.115989   ..., -0.088      -0.088      -0.055     ]"
"[-0.04320789 -0.32267845  0.17818049 ...,  0.03450001  0.0075      0.0145    ]","[ 0.11789474  0.0395608  -0.06431221 ..., -0.02499999 -0.015       0.029     ]","[ 0.23708646  0.21453725  0.07907464 ...,  0.023      -0.003      -0.03      ]","[ 0.30897114  0.00103672 -0.34509268 ..., -0.04600001  0.067       0.051     ]","[-0.10801168 -0.25395641 -0.01553546 ..., -0.023      -0.005      -0.084     ]","[ 0.04450436 -0.33707945 -0.11550997 ..., -0.01150001 -0.05649999 -0.0125    ]","[-0.09746847  0.03103571  0.30660515 ..., -0.052       0.045      -0.09      ]","[ 0.09932041  0.35721609  0.21668864 ...,  0.024      -0.016      -0.065     ]","[-0.25904405  0.26731445  0.06056373 ...,  0.017      -0.03       -0.032     ]","[ 0.07216303  0.09104301  0.119989   ..., -0.089      -0.088      -0.058     ]"
"[-0.04170789 -0.32117845  0.17968049 ...,  0.03600001  0.007       0.013     ]","[ 0.11439474  0.0360608  -0.06681221 ..., -0.02249999 -0.0175      0.0295    ]","[ 0.23208646  0.21053725  0.07507464 ...,  0.024      -0.002      -0.035     ]","[ 0.31197114 -0.00296328 -0.34509268 ..., -0.04300001  0.067       0.055     ]","[-0.11001168 -0.25595641 -0.01553546 ..., -0.018      -0.004      -0.085     ]","[ 0.04300437 -0.34057945 -0.12000997 ..., -0.00700001 -0.05799999 -0.015     ]","[-0.09546847  0.02903571  0.30460515 ..., -0.05        0.045      -0.089     ]","[ 0.09732041  0.3582161   0.21868863 ...,  0.029      -0.013      -0.07      ]","[-0.25954405  0.26881445  0.05906373 ...,  0.0195     -0.0325     -0.0305    ]","[ 0.07066303  0.08854301  0.121489   ..., -0.0885     -0.0905     -0.0565    ]"
"[-0.03970789 -0.31817845  0.18068049 ...,  0.04100001  0.004       0.012     ]","[ 0.11689474  0.0385608  -0.06431221 ..., -0.02299999 -0.019       0.027     ]","[ 0.22858646  0.20703725  0.07257464 ...,  0.0225     -0.0045     -0.0385    ]","[ 0.31097114 -0.00196328 -0.34609268 ..., -0.04400001  0.066       0.056     ]","[-0.10951168 -0.25645641 -0.01603546 ..., -0.0165     -0.0045     -0.0865    ]","[ 0.04400437 -0.34257945 -0.12300997 ..., -0.00500001 -0.05699999 -0.015     ]","[-0.09246847  0.02903571  0.30160515 ..., -0.05        0.047      -0.087     ]","[ 0.09532041  0.3582161   0.22068863 ...,  0.033      -0.011      -0.075     ]","[-0.26204405  0.27131445  0.05656373 ...,  0.02       -0.036      -0.032     ]","[ 0.07216303  0.08904301  0.12098901 ..., -0.087      -0.09       -0.055     ]"
"[-0.04070789 -0.31917845  0.18068049 ...,  0.04300001  0.001       0.011     ]","[ 0.11789474  0.0405608  -0.06231221 ..., -0.02099999 -0.022       0.022     ]","[ 0.22808647  0.20753725  0.07307464 ...,  0.025      -0.005      -0.038     ]","[ 0.31197114 -0.00096328 -0.34809268 ..., -0.04600001  0.064       0.058     ]","[-0.10701168 -0.25595641 -0.01753546 ..., -0.017      -0.005      -0.086     ]","[ 0.04400437 -0.34257945 -0.12300997 ..., -0.00500001 -0.05599999 -0.016     ]","[-0.09096847  0.02753571  0.29910515 ..., -0.0485      0.0485     -0.0845    ]","[ 0.09482041  0.3577161   0.22118863 ...,  0.0335     -0.0115     -0.0755    ]","[-0.26504405  0.27431445  0.05356373 ...,  0.019      -0.037      -0.032     ]","[ 0.07216303  0.09004301  0.12098901 ..., -0.088      -0.088      -0.056     ]"
"[-0.04270789 -0.32117845  0.17868049 ...,  0.04100001 -0.001       0.009     ]","[ 0.11789474  0.0405608  -0.06031221 ..., -0.02099999 -0.025       0.021     ]","[ 0.22308647  0.20353724  0.07007464 ...,  0.026      -0.008      -0.034     ]","[ 0.30947114  0.00253672 -0.34759268 ..., -0.04850001  0.0655      0.0595    ]","[-0.10401168 -0.25195641 -0.01753546 ..., -0.018      -0.007      -0.085     ]","[ 0.04600437 -0.34457944 -0.12300997 ..., -0.00600001 -0.05099999 -0.019     ]","[-0.09146847  0.02503571  0.29960515 ..., -0.048       0.047      -0.086     ]","[ 0.08932041  0.3622161   0.22568863 ...,  0.031      -0.015      -0.08      ]","[-0.26604405  0.27631445  0.05156373 ...,  0.02       -0.038      -0.031     ]","[ 0.07316303  0.09304301  0.11798901 ..., -0.086      -0.086      -0.056     ]"
"[-0.04570789 -0.32617845  0.17468049 ...,  0.03900001 -0.002       0.007     ]","[ 0.11489474  0.0375608  -0.06231221 ..., -0.01899999 -0.027       0.018     ]","[ 0.22108647  0.20353724  0.06907464 ...,  0.028      -0.008      -0.033     ]","[ 0.30997114  0.00203672 -0.34609268 ..., -0.04700001  0.065       0.058     ]","[-0.10201168 -0.25095641 -0.01753546 ..., -0.018      -0.005      -0.084     ]","[ 0.04600437 -0.34557944 -0.12600997 ..., -0.00600001 -0.04799999 -0.019     ]","[-0.09146847  0.02503571  0.30060515 ..., -0.048       0.048      -0.088     ]","[ 0.08532041  0.3662161   0.22868863 ...,  0.028      -0.017      -0.083     ]","[-0.26904405  0.27331445  0.05356373 ...,  0.023      -0.042      -0.029     ]","[ 0.07416303  0.09604301  0.11498901 ..., -0.084      -0.085      -0.056     ]"
"[-0.04920789 -0.32967845  0.17118049 ...,  0.03550001 -0.0035      0.0035    ]","[ 0.10989474  0.0335608  -0.06631221 ..., -0.01399999 -0.028       0.013     ]","[ 0.21808647  0.20053725  0.06607464 ...,  0.029      -0.006      -0.032     ]","[ 0.31397114 -0.00096328 -0.34809268 ..., -0.04300001  0.061       0.058     ]","[-0.09901168 -0.25095641 -0.02053546 ..., -0.017      -0.006      -0.087     ]","[ 0.04650437 -0.34607944 -0.12550997 ..., -0.00650001 -0.04749999 -0.0185    ]","[-0.09146847  0.02503571  0.30060515 ..., -0.047       0.048      -0.088     ]","[ 0.08632041  0.3672161   0.22768864 ...,  0.027      -0.016      -0.084     ]","[-0.26804405  0.27331445  0.05356372 ...,  0.025      -0.047      -0.031     ]","[ 0.07466303  0.09454301  0.11548901 ..., -0.0855     -0.0845     -0.0565    ]"
